Console output now writes to ColorDTest.txt and can be found at /home/pi/Chromostat/ColorDTest.txt

To change output to a file, press o
To return to this screen press h
To set gain value press g
To run color sensor press r
To run color sensor in manual mode press m
To reset file output, type reset
To view current settings, press v
To reset all settings, type resetAll
To set remove all unwanted lines from file, press c
To toggle light press l
To compete strains, type compete


Mode  Time  Red  Green  Blue
T     7564     123   1532   1463
T     7565     124   1533   1465
T     7566     124   1532   1464
T     7567     124   1532   1464
T     7568     123   1531   1463
T     7569     123   1531   1463
T     7570     124   1532   1465
T     7571     124   1532   1463
T     7572     124   1532   1465
T     7573     123   1531   1464
T     7574     123   1532   1464
T     7575     123   1531   1464
T     7576     123   1531   1464
T     7577     123   1532   1464
T     7578     124   1531   1464
T     7579     124   1532   1465
T     7580     123   1531   1464
T     7581     124   1533   1465
T     7582     123   1532   1463
T     7583     123   1531   1463
T     7584     123   1531   1464
T     7585     123   1531   1464
T     7586     123   1531   1464
T     7587     123   1531   1464
T     7588     123   1531   1464
T     7589     123   1531   1464
T     7590     123   1531   1464
T     7591     123   1532   1464
T     7592     123   1531   1463
T     7593     123   1531   1464
T     7594     123   1532   1464
T     7595     123   1531   1463
T     7596     123   1532   1463
T     7597     124   1532   1464
T     7598     123   1531   1464
T     7599     123   1532   1465
T     7600     123   1531   1464
T     7601     123   1532   1465
T     7602     123   1531   1464
T     7603     123   1531   1464
T     7604     123   1530   1464
T     7605     123   1530   1465
T     7606     123   1531   1465
T     7607     123   1530   1465
T     7608     123   1531   1466
T     7609     123   1531   1464
T     7610     122   1530   1464
T     7611     123   1530   1464
T     7612     123   1531   1465
T     7613     122   1531   1465
T     7614     122   1531   1465
T     7615     123   1531   1465
T     7616     123   1531   1464
T     7617     123   1531   1465
T     7618     122   1531   1465
T     7619     122   1530   1465
T     7620     122   1530   1465
T     7621     123   1530   1465
T     7622     123   1531   1466
T     7623     122   1530   1465
T     7624     123   1531   1466
T     7625     122   1530   1464
T     7626     122   1530   1465
T     7627     123   1530   1465
T     7628     122   1530   1465
T     7629     123   1531   1465
T     7630     122   1531   1465
T     7631     123   1531   1465
T     7632     123   1530   1465
T     7633     123   1530   1465
T     7634     123   1531   1466
T     7635     122   1531   1466
T     7636     123   1531   1466
T     7637     123   1531   1465
T     7638     122   1531   1466
T     7639     122   1530   1465
T     7640     122   1530   1466
T     7641     123   1531   1466
T     7642     122   1530   1465
T     7643     122   1530   1465
T     7644     123   1531   1466
T     7645     122   1530   1465
T     7646     123   1531   1466
T     7647     123   1530   1465
T     7648     123   1531   1465
T     7649     123   1531   1465
T     7650     122   1531   1465
T     7651     123   1531   1465
T     7652     123   1531   1464
T     7653     123   1531   1465
T     7654     122   1531   1465
T     7655     122   1531   1464
T     7656     123   1531   1464
T     7657     123   1531   1465
T     7658     122   1531   1465
T     7659     122   1530   1465
T     7660     123   1531   1465
T     7661     122   1531   1464
T     7662     122   1531   1465
T     7663     123   1531   1465
T     7664     122   1530   1465
T     7665     123   1531   1465
T     7666     123   1531   1465
T     7667     123   1531   1465
T     7668     123   1531   1465
T     7669     123   1531   1465
T     7670     123   1531   1464
T     7671     122   1531   1465
T     7672     123   1531   1465
T     7673     123   1531   1465
T     7674     122   1531   1465
T     7675     123   1531   1465
T     7676     123   1531   1466
T     7677     122   1531   1465
T     7678     123   1531   1465
T     7679     123   1531   1465
T     7680     123   1531   1465
T     7681     123   1531   1465
T     7682     123   1531   1465
T     7683     123   1532   1466
T     7684     123   1531   1465
T     7685     122   1531   1465
T     7686     122   1531   1465
T     7687     123   1531   1465
T     7688     122   1531   1465
T     7689     123   1531   1465
T     7690     123   1532   1466
T     7691     123   1531   1465
T     7692     123   1532   1466
T     7693     123   1531   1465
T     7694     120   1528   1465
T     7695     121   1528   1465
T     7696     121   1528   1464
T     7697     122   1530   1465
T     7698     117   1524   1464
T     7699     98   1499   1460
T     7700     98   1498   1460
T     7701     98   1498   1460
T     7702     98   1498   1460
T     7703     98   1498   1459
T     7704     99   1499   1460
T     7705     98   1498   1459
T     7706     99   1499   1460
T     7707     98   1498   1459
T     7708     99   1498   1459
T     7709     98   1498   1459
T     7710     98   1498   1459
T     7711     98   1498   1460
T     7712     98   1498   1460
T     7713     98   1498   1460
T     7714     98   1498   1459
T     7715     98   1498   1459
T     7716     98   1498   1460
T     7717     98   1498   1460
T     7718     98   1498   1459
T     7719     98   1498   1460
T     7720     98   1498   1460
T     7721     98   1498   1460
T     7722     98   1498   1460
T     7723     98   1498   1460
T     7724     98   1498   1460
T     7725     98   1498   1460
T     7726     98   1498   1460
T     7727     98   1498   1460
T     7728     98   1498   1460
T     7729     98   1498   1459
T     7730     98   1498   1460
T     7731     98   1498   1460
T     7732     98   1499   1461
T     7733     98   1498   1460
T     7734     98   1499   1460
T     7735     98   1498   1460
T     7736     98   1499   1460
T     7737     98   1498   1459
T     7738     98   1498   1460
T     7739     98   1499   1460
T     7740     98   1499   1459
T     7741     98   1499   1461
T     7742     98   1498   1460
T     7743     98   1499   1461
T     7744     98   1499   1459
T     7745     98   1499   1459
T     7746     98   1498   1460
T     7747     98   1498   1460
T     7748     98   1499   1460
T     7749     98   1498   1460
T     7750     98   1499   1460
T     7751     98   1499   1459
T     7752     98   1499   1460
T     7753     98   1498   1460
T     7754     98   1498   1460
T     7755     98   1498   1459
T     7756     98   1498   1460
T     7757     98   1498   1460
T     7758     98   1499   1459
T     7759     98   1499   1459
T     7760     98   1498   1460
T     7761     98   1499   1459
T     7762     98   1499   1459
T     7763     98   1498   1460
T     7764     98   1498   1460
T     7765     98   1499   1459
T     7766     98   1499   1460
T     7767     98   1499   1460
T     7768     98   1499   1461
T     7769     98   1498   1460
T     7770     98   1499   1460
T     7771     98   1499   1460
T     7772     98   1499   1461
T     7773     98   1498   1460
T     7774     98   1499   1459
T     7775     98   1498   1459
T     7776     98   1499   1459
T     7777     98   1499   1459
T     7778     98   1499   1459
T     7779     98   1499   1459
T     7780     98   1499   1459
T     7781     98   1499   1459
T     7782     98   1498   1459
T     7783     98   1499   1459
T     7784     98   1499   1459
T     7785     108   1512   1479
T     7786     98   1499   1460
T     7787     98   1499   1459
T     7788     98   1499   1460
T     7789     98   1499   1459
T     7790     98   1499   1460
T     7791     98   1499   1459
T     7792     98   1499   1460
T     7793     98   1499   1460
T     7794     98   1499   1460
T     7795     98   1499   1460
T     7796     98   1499   1459
T     7797     134   1540   1470
T     7798     129   1538   1466
T     7799     127   1536   1465
T     7800     124   1534   1466
T     7801     124   1534   1466
T     7802     124   1534   1466
T     7803     124   1534   1466
T     7804     125   1535   1466
T     7805     124   1534   1465
T     7806     125   1533   1466
T     7807     124   1534   1466
T     7808     124   1534   1466
T     7809     124   1533   1466
T     7810     124   1533   1465
T     7811     123   1533   1465
T     7812     123   1533   1466
T     7813     124   1534   1467
T     7814     123   1532   1466
T     7815     123   1533   1467
T     7816     123   1532   1466
T     7817     123   1532   1467
T     7818     122   1532   1466
T     7819     122   1532   1466
T     7820     123   1533   1467
T     7821     122   1532   1467
T     7822     122   1532   1467
T     7823     122   1532   1466
T     7824     121   1531   1467
T     7825     122   1532   1467
T     7826     122   1531   1467
T     7827     122   1532   1467
T     7828     122   1532   1467
T     7829     122   1531   1467
T     7830     121   1531   1467
T     7831     121   1531   1467
T     7832     122   1532   1467
T     7833     121   1531   1467
T     7834     122   1531   1467
T     7835     122   1532   1467
T     7836     122   1532   1467
T     7837     121   1531   1467
T     7838     121   1531   1467
T     7839     122   1531   1467
T     7840     121   1531   1467
T     7841     122   1532   1466
T     7842     122   1531   1467
T     7843     121   1531   1467
T     7844     121   1530   1467
T     7845     122   1531   1467
T     7846     122   1531   1468
T     7847     121   1531   1467
T     7848     122   1533   1466
T     7849     121   1531   1468
T     7850     121   1531   1467
T     7851     122   1532   1468
T     7852     121   1531   1467
T     7853     122   1532   1468
T     7854     121   1531   1467
T     7855     122   1533   1466
T     7856     121   1531   1467
T     7857     121   1531   1467
T     7858     121   1531   1467
T     7859     122   1532   1468
T     7860     121   1531   1466
T     7861     121   1532   1468
T     7862     121   1531   1467
T     7863     121   1531   1467
T     7864     121   1531   1467
T     7865     121   1531   1467
T     7866     122   1532   1468
T     7867     121   1531   1467
